policy_id,policy_type,line_of_business,policy_start_date,policy_end_date,agent_id,channel,premium_tier
POL-99539BDE,Personal,Auto,2016-01-17,2023-01-15,AGT-7705,Agent,Low
POL-8A6F6735,Personal,Homeowners,2021-12-15,2031-12-13,AGT-4770,Agent,Mid
POL-087B380E,Personal,Auto,2020-08-22,2026-08-21,AGT-8721,Broker,High
POL-D2B0A413,Commercial,Commercial,2017-12-25,2022-12-24,AGT-5334,Broker,High
POL-D6C75996,Personal,Auto,2018-07-27,2027-07-25,AGT-4069,Agent,Low
POL-D786EC10,Personal,Auto,2017-02-27,2025-02-25,AGT-4033,Direct,Mid
POL-3D618909,Commercial,Commercial,2015-05-04,2021-05-02,AGT-8202,Broker,High
POL-ADDD011B,Commercial,Liability,2017-06-10,2027-06-08,AGT-6983,Agent,High
POL-FCCD5C12,Personal,Auto,2016-02-23,2021-02-21,AGT-2141,Broker,Low
POL-A5C608CD,Personal,Auto,2016-12-05,2022-12-04,AGT-7752,Digital,Low
POL-6ED120C6,Personal,Auto,2018-12-16,2023-12-15,AGT-4737,Direct,Low
POL-DFA5E30F,Personal,Auto,2015-07-25,2021-07-23,AGT-4139,Digital,Mid
POL-29B085E9,Personal,Auto,2016-08-01,2025-07-30,AGT-1877,Broker,Low
POL-DA95D3CD,Commercial,Commercial,2018-09-14,2027-09-12,AGT-9982,Digital,High
POL-5C1793E4,Personal,Auto,2018-09-05,2026-09-03,AGT-1472,Agent,Low
POL-F8F44B32,Personal,Auto,2016-01-23,2026-01-20,AGT-9968,Agent,High
POL-E5F517BA,Personal,Auto,2015-07-13,2020-07-11,AGT-1580,Broker,Mid
POL-96281354,Personal,Auto,2016-10-10,2024-10-08,AGT-5547,Digital,Mid
POL-628FE185,Personal,Auto,2016-10-21,2021-10-20,AGT-1942,Digital,Mid
POL-1B8A9BFC,Personal,Auto,2020-08-05,2030-08-03,AGT-5435,Agent,Low
POL-C1351BF3,Personal,Auto,2020-11-23,2028-11-21,AGT-8520,Agent,Low
POL-4E4AB345,Personal,Auto,2017-08-02,2026-07-31,AGT-6309,Direct,Mid
POL-A67FDCF2,Commercial,Liability,2017-05-20,2025-05-18,AGT-5892,Broker,High
POL-E35F0789,Personal,Auto,2019-06-11,2026-06-09,AGT-2070,Broker,Low
POL-B1DC4810,Personal,Homeowners,2018-09-09,2027-09-07,AGT-9525,Broker,Mid
POL-11E53656,Personal,Auto,2016-11-19,2026-11-17,AGT-4378,Agent,Mid
POL-1815FA20,Personal,Auto,2016-03-24,2022-03-23,AGT-5841,Digital,High
POL-AF150A2D,Personal,Auto,2018-04-18,2028-04-15,AGT-9078,Direct,High
POL-CC6B2AA7,Personal,Auto,2018-08-26,2027-08-24,AGT-6657,Agent,Mid
POL-64D17028,Personal,Auto,2016-10-05,2021-10-04,AGT-7613,Agent,Mid
POL-AEE8BEAA,Personal,Auto,2017-05-26,2027-05-24,AGT-2660,Agent,Mid
POL-A936AAF3,Personal,Auto,2017-08-23,2023-08-22,AGT-5140,Broker,Low
POL-F8622E89,Personal,Auto,2017-01-03,2025-01-01,AGT-5864,Broker,Mid
POL-727CFA76,Personal,Auto,2018-04-17,2023-04-16,AGT-2581,Direct,Low
POL-12594F9D,Personal,Auto,2019-12-15,2025-12-13,AGT-4467,Direct,High
POL-3BB7BBD7,Personal,Auto,2018-07-30,2026-07-28,AGT-8482,Agent,Low
POL-E0131EA2,Personal,Auto,2016-11-12,2025-11-10,AGT-9381,Broker,Low
POL-3BD9A9A5,Personal,Auto,2016-03-20,2025-03-18,AGT-8409,Agent,Low
POL-CBF6C9D9,Personal,Auto,2020-04-16,2027-04-15,AGT-9404,Agent,High
POL-78390154,Personal,Auto,2018-12-22,2027-12-20,AGT-9985,Direct,Low
POL-68FDE423,Personal,Auto,2015-12-31,2020-12-29,AGT-2786,Broker,Mid
POL-A0B3E38F,Personal,Auto,2017-11-17,2027-11-15,AGT-8698,Agent,Low
POL-7BDA89BD,Personal,Auto,2020-04-25,2026-04-24,AGT-6580,Agent,Mid
POL-EE4A939A,Commercial,Liability,2019-10-20,2027-10-18,AGT-8729,Agent,High
POL-F187A245,Personal,Auto,2020-06-16,2030-06-14,AGT-6742,Agent,High
POL-0D23925E,Commercial,Commercial,2018-11-05,2024-11-03,AGT-2124,Agent,High
POL-93D94BA8,Personal,Homeowners,2017-11-07,2024-11-05,AGT-6062,Direct,Mid
POL-AB0033B0,Personal,Auto,2017-06-08,2026-06-06,AGT-7842,Broker,Low
POL-F79C675F,Personal,Auto,2016-04-21,2026-04-19,AGT-2118,Agent,Mid
POL-1433D4C4,Personal,Auto,2019-12-22,2025-12-20,AGT-5540,Agent,High
POL-C692BC3B,Commercial,Liability,2018-06-14,2026-06-12,AGT-6885,Digital,High
POL-76907A82,Personal,Auto,2016-06-06,2022-06-05,AGT-5178,Agent,High
POL-6EA71695,Personal,Auto,2020-08-30,2028-08-28,AGT-8190,Agent,Low
POL-18F184C4,Personal,Auto,2017-12-08,2024-12-06,AGT-2142,Agent,High
POL-FE87296A,Personal,Auto,2015-02-17,2020-02-16,AGT-4106,Agent,Mid
POL-9655A710,Personal,Auto,2017-12-26,2027-12-24,AGT-9560,Direct,High
POL-6BF938BF,Personal,Auto,2020-06-03,2028-06-01,AGT-5630,Digital,Mid
POL-C7DC8C08,Personal,Auto,2020-01-10,2027-01-08,AGT-2628,Agent,Mid
POL-5CE53C8C,Personal,Homeowners,2018-04-23,2023-04-22,AGT-2046,Broker,Low
POL-CB188D7A,Personal,Auto,2021-06-18,2026-06-17,AGT-6337,Digital,Low
POL-E73D5D76,Personal,Auto,2020-09-04,2027-09-03,AGT-9375,Direct,Mid
POL-B455FEE5,Personal,Auto,2020-07-25,2028-07-23,AGT-1442,Broker,Low
POL-D41C0C66,Personal,Homeowners,2020-02-19,2026-02-17,AGT-1985,Direct,High
POL-761C32A7,Personal,Homeowners,2017-06-28,2026-06-26,AGT-4376,Agent,Mid
POL-7468C4B3,Personal,Auto,2019-03-26,2026-03-24,AGT-2875,Broker,Low
POL-93F17C9A,Personal,Auto,2018-04-09,2023-04-08,AGT-2089,Direct,Mid
POL-ECAE8B7B,Personal,Auto,2019-09-17,2027-09-15,AGT-3686,Digital,Low
POL-9AE235FC,Personal,Homeowners,2016-10-20,2022-10-19,AGT-6784,Agent,High
POL-746C417B,Personal,Auto,2019-02-27,2024-02-26,AGT-8431,Agent,High
POL-17585EC9,Personal,Auto,2021-08-08,2026-08-07,AGT-3757,Direct,Low
POL-47E37120,Personal,Auto,2017-06-04,2023-06-03,AGT-7305,Agent,Low
POL-A3CFE4D4,Personal,Auto,2021-05-03,2029-05-01,AGT-8407,Agent,Low
POL-6F062A54,Personal,Auto,2017-09-18,2027-09-16,AGT-1063,Agent,Mid
POL-750AE233,Personal,Auto,2016-03-31,2022-03-30,AGT-8674,Agent,Mid
POL-F12E6419,Personal,Auto,2016-10-06,2021-10-05,AGT-2651,Direct,High
POL-FD589776,Commercial,Commercial,2019-05-27,2025-05-25,AGT-7164,Digital,High
POL-FE00FDA8,Personal,Auto,2018-02-04,2024-02-03,AGT-7750,Agent,Low
POL-8FF54243,Personal,Auto,2017-10-17,2023-10-16,AGT-8606,Agent,Low
POL-1FBD896D,Personal,Auto,2018-11-07,2024-11-05,AGT-4634,Broker,Low
POL-61C02962,Commercial,Liability,2017-07-25,2027-07-23,AGT-6934,Broker,High
POL-C821A772,Personal,Auto,2018-09-22,2025-09-20,AGT-1235,Digital,High
POL-D71AE924,Personal,Auto,2020-02-23,2028-02-21,AGT-5021,Digital,Low
POL-323C0F6E,Personal,Auto,2019-05-04,2028-05-01,AGT-9674,Direct,Mid
POL-E189D3F7,Personal,Auto,2019-05-08,2024-05-06,AGT-2426,Agent,Mid
POL-C70462D1,Personal,Auto,2018-10-06,2024-10-04,AGT-2360,Broker,High
POL-95A13EF7,Personal,Auto,2021-05-09,2028-05-07,AGT-7300,Direct,High
POL-35BCE4CD,Personal,Auto,2016-09-22,2023-09-21,AGT-5593,Broker,High
POL-A549D863,Personal,Auto,2017-04-22,2022-04-21,AGT-5094,Direct,Low
POL-D3D04522,Personal,Auto,2015-08-08,2023-08-06,AGT-3234,Digital,Low
POL-B4D06B32,Commercial,Liability,2018-03-18,2024-03-16,AGT-2541,Broker,High
POL-5EE84455,Personal,Auto,2018-07-23,2024-07-21,AGT-7636,Agent,Low
POL-DB1FEFF6,Personal,Auto,2019-01-30,2027-01-28,AGT-4219,Agent,Mid
POL-63255D60,Personal,Auto,2017-09-26,2027-09-24,AGT-7989,Digital,High
POL-B8305A32,Personal,Auto,2015-01-11,2025-01-08,AGT-4989,Broker,Mid
POL-C644F8DC,Personal,Auto,2019-12-31,2029-12-28,AGT-4574,Broker,Mid
POL-4A86451B,Personal,Auto,2021-11-03,2028-11-01,AGT-3070,Broker,Low
POL-715941D4,Personal,Auto,2017-07-31,2022-07-30,AGT-6925,Direct,Mid
POL-28D41EDD,Personal,Auto,2016-11-27,2022-11-26,AGT-3561,Direct,Low
POL-9474CD7E,Commercial,Commercial,2017-10-23,2024-10-21,AGT-9180,Direct,High
POL-C59DBD97,Commercial,Liability,2017-02-22,2023-02-21,AGT-4674,Broker,High
POL-0ED6FC61,Personal,Auto,2017-09-29,2023-09-28,AGT-8332,Broker,High
POL-7A9431BF,Personal,Auto,2017-05-18,2022-05-17,AGT-5229,Agent,Low
POL-6CEAE8C2,Personal,Auto,2019-11-09,2025-11-07,AGT-4733,Digital,High
POL-1C1A5E35,Personal,Auto,2017-11-12,2025-11-10,AGT-5078,Direct,Mid
POL-E6448103,Personal,Auto,2017-12-15,2024-12-13,AGT-4972,Broker,Mid
POL-641E70E0,Personal,Auto,2015-06-14,2020-06-12,AGT-5310,Agent,High
POL-9241FCE6,Personal,Auto,2020-03-11,2028-03-09,AGT-8981,Agent,High
POL-AE884F45,Personal,Auto,2017-02-15,2027-02-13,AGT-7326,Direct,Low
POL-E7D1D410,Commercial,Commercial,2017-03-02,2024-02-29,AGT-1309,Broker,High
POL-DED8B518,Personal,Auto,2015-12-29,2021-12-27,AGT-1523,Broker,Low
POL-9FF5C4E4,Personal,Auto,2019-08-03,2025-08-01,AGT-1205,Agent,Mid
POL-1084D3D5,Personal,Auto,2020-05-08,2027-05-07,AGT-7217,Agent,Low
POL-3D4AAA64,Personal,Auto,2015-06-13,2021-06-11,AGT-2851,Broker,Mid
POL-37785270,Personal,Auto,2016-03-04,2026-03-02,AGT-4467,Agent,Low
POL-119C2474,Commercial,Liability,2016-07-27,2026-07-25,AGT-8447,Broker,High
POL-BBB26A76,Personal,Auto,2018-06-05,2025-06-03,AGT-2185,Agent,High
POL-C790A0C2,Personal,Auto,2021-10-19,2031-10-17,AGT-2378,Digital,Mid
POL-63FDC65F,Personal,Auto,2018-01-08,2028-01-06,AGT-1714,Broker,Mid
POL-9D15E846,Personal,Auto,2017-12-07,2022-12-06,AGT-3567,Direct,Low
POL-275240E0,Personal,Auto,2019-01-23,2026-01-21,AGT-1806,Broker,Low
POL-07637BAC,Personal,Auto,2019-06-02,2027-05-31,AGT-6660,Agent,Mid
POL-2CE10730,Personal,Homeowners,2016-05-04,2023-05-03,AGT-7630,Digital,High
POL-FC65F0BB,Personal,Auto,2016-09-19,2023-09-18,AGT-2658,Broker,Low
POL-EADDA666,Personal,Auto,2017-08-29,2024-08-27,AGT-5718,Direct,Mid
POL-BA569701,Personal,Auto,2019-03-13,2028-03-10,AGT-3727,Broker,Mid
POL-AD98DDF1,Personal,Homeowners,2019-06-29,2025-06-27,AGT-1722,Direct,Mid
POL-2894BA46,Personal,Auto,2019-07-15,2027-07-13,AGT-5201,Digital,High
POL-732F7683,Personal,Auto,2020-06-18,2026-06-17,AGT-7274,Digital,High
POL-25EE6A60,Personal,Auto,2017-01-08,2027-01-06,AGT-3052,Broker,Low
POL-8626BBD7,Personal,Auto,2017-03-07,2022-03-06,AGT-8092,Agent,Mid
POL-8CB74E31,Personal,Auto,2015-07-03,2020-07-01,AGT-9930,Broker,Low
POL-BBF21B1E,Personal,Auto,2020-04-05,2025-04-04,AGT-1506,Agent,Mid
POL-47A77194,Personal,Auto,2018-07-19,2025-07-17,AGT-2470,Direct,High
POL-264DCBBE,Personal,Auto,2017-03-01,2025-02-27,AGT-3604,Digital,Low
POL-F31C558B,Personal,Auto,2015-09-26,2025-09-23,AGT-8648,Agent,High
POL-14AB40C2,Personal,Homeowners,2019-03-10,2026-03-08,AGT-2278,Agent,High
POL-0B6668E9,Personal,Homeowners,2019-08-26,2025-08-24,AGT-5230,Direct,High
POL-974E7202,Personal,Auto,2019-11-02,2026-10-31,AGT-5835,Digital,Low
POL-7F7D33A9,Personal,Auto,2016-05-10,2021-05-09,AGT-2161,Digital,Low
POL-7BC5F2BE,Personal,Auto,2020-02-20,2027-02-18,AGT-1377,Agent,Mid
POL-79F2C25E,Personal,Homeowners,2019-01-03,2028-01-01,AGT-2066,Agent,Mid
POL-98E729E8,Personal,Auto,2019-05-12,2024-05-10,AGT-1505,Broker,Low
POL-242B0DF1,Personal,Auto,2019-02-12,2028-02-10,AGT-5502,Agent,Low
POL-0BE30549,Personal,Auto,2020-11-17,2026-11-16,AGT-9428,Digital,Mid
POL-35EDCE68,Personal,Homeowners,2021-12-22,2030-12-20,AGT-4181,Digital,Low
POL-5145CB9C,Personal,Auto,2018-12-24,2027-12-22,AGT-3310,Broker,Low
POL-1CCD64BE,Personal,Auto,2017-12-03,2026-12-01,AGT-3111,Direct,Mid
POL-AEF6DC1B,Commercial,Liability,2017-08-03,2026-08-01,AGT-9831,Broker,High
POL-0DE528FA,Personal,Auto,2020-04-28,2029-04-26,AGT-9629,Digital,Low
POL-216E8D56,Personal,Homeowners,2019-06-12,2025-06-10,AGT-6836,Agent,Low
POL-AB650264,Personal,Auto,2015-04-05,2020-04-03,AGT-5169,Digital,Low
POL-BFAFBB0C,Personal,Auto,2016-11-02,2023-11-01,AGT-2438,Agent,Low
POL-818257A2,Commercial,Commercial,2020-06-08,2028-06-06,AGT-9358,Digital,High
POL-1E2BC26C,Personal,Auto,2020-05-20,2028-05-18,AGT-1012,Broker,Mid
POL-A5877C8A,Personal,Auto,2021-09-09,2030-09-07,AGT-2475,Direct,Low
POL-59F0834A,Personal,Auto,2017-05-17,2023-05-16,AGT-7107,Agent,Low
POL-3F3C3C5A,Personal,Auto,2019-05-11,2029-05-08,AGT-2651,Direct,Mid
POL-94608B1A,Personal,Auto,2020-03-23,2027-03-22,AGT-1973,Agent,Mid
POL-ADDAB40A,Personal,Auto,2017-01-25,2023-01-24,AGT-6363,Digital,Low
POL-ACDD3ABC,Personal,Auto,2016-01-14,2025-01-11,AGT-1236,Agent,High
POL-FABEF38C,Personal,Auto,2021-05-28,2026-05-27,AGT-3428,Digital,Mid
POL-D83E6F68,Personal,Auto,2015-12-30,2022-12-28,AGT-6783,Direct,Mid
POL-5886D066,Personal,Auto,2018-04-06,2027-04-04,AGT-2664,Broker,Mid
POL-F1A80FA4,Personal,Auto,2019-08-22,2028-08-19,AGT-7833,Digital,Low
POL-836616F5,Personal,Auto,2019-04-29,2025-04-27,AGT-1852,Broker,Mid
POL-0A0AC11A,Personal,Homeowners,2017-04-21,2022-04-20,AGT-6518,Digital,High
POL-1F3A086B,Personal,Auto,2019-03-01,2024-02-28,AGT-1686,Digital,High
POL-934D5451,Personal,Auto,2016-07-24,2021-07-23,AGT-7585,Broker,High
POL-935A6033,Personal,Auto,2020-08-28,2029-08-26,AGT-7777,Broker,Low
POL-4E37C733,Personal,Homeowners,2016-05-07,2025-05-05,AGT-8152,Direct,High
POL-5D11AC9A,Personal,Auto,2019-07-12,2027-07-10,AGT-3539,Agent,Mid
POL-BE27A9B3,Personal,Auto,2019-06-23,2027-06-21,AGT-3126,Agent,Mid
POL-46FD810C,Personal,Auto,2016-04-08,2022-04-07,AGT-9804,Broker,High
POL-342D1366,Personal,Auto,2016-09-09,2022-09-08,AGT-7564,Broker,Low
POL-52D6F98E,Personal,Auto,2019-07-22,2024-07-20,AGT-2647,Broker,Low
POL-52B28749,Commercial,Liability,2015-01-25,2024-01-23,AGT-1262,Digital,High
POL-AA39ABD0,Personal,Auto,2016-06-28,2021-06-27,AGT-4189,Direct,Low
POL-4B2C54C1,Personal,Auto,2018-05-23,2023-05-22,AGT-6985,Digital,Mid
POL-684B9452,Personal,Auto,2021-10-18,2030-10-16,AGT-4373,Direct,High
POL-306BB0D8,Personal,Auto,2018-04-22,2026-04-20,AGT-8268,Agent,High
POL-08C07638,Personal,Auto,2017-12-15,2024-12-13,AGT-5500,Broker,Low
POL-D38B9C66,Personal,Auto,2021-08-13,2027-08-12,AGT-9920,Agent,Mid
POL-C45CA826,Personal,Auto,2018-02-17,2023-02-16,AGT-8834,Broker,Low
POL-717C5968,Personal,Auto,2018-05-28,2025-05-26,AGT-5240,Broker,High
POL-E86C9A95,Commercial,Liability,2017-11-19,2024-11-17,AGT-8512,Broker,High
POL-1378D30F,Personal,Auto,2017-04-03,2025-04-01,AGT-5032,Direct,Mid
POL-70ABDFC0,Personal,Auto,2017-09-15,2022-09-14,AGT-1089,Direct,High
POL-215DE9DF,Personal,Auto,2019-10-13,2025-10-11,AGT-3771,Direct,Mid
POL-02ABB21C,Personal,Auto,2015-09-10,2020-09-08,AGT-4682,Agent,Mid
POL-BD3D9063,Personal,Auto,2019-02-02,2026-01-31,AGT-9787,Direct,Mid
POL-EB75F501,Personal,Homeowners,2016-05-16,2022-05-15,AGT-8450,Agent,High
POL-D2FDE022,Personal,Auto,2017-05-08,2023-05-07,AGT-2319,Broker,Mid
POL-14E22705,Commercial,Commercial,2016-05-05,2024-05-03,AGT-1001,Digital,High
POL-5519A60C,Personal,Homeowners,2018-11-17,2025-11-15,AGT-5758,Broker,Low
POL-6B3DE02F,Personal,Auto,2019-01-03,2025-01-01,AGT-5802,Direct,Low
POL-37B8DAB4,Personal,Auto,2017-07-16,2026-07-14,AGT-7617,Agent,Mid
POL-EA2CFD71,Personal,Auto,2016-12-24,2023-12-23,AGT-3335,Direct,Low
POL-EAF98C04,Personal,Auto,2016-11-15,2023-11-14,AGT-8308,Agent,Mid
POL-D673E1AD,Commercial,Liability,2020-08-09,2027-08-08,AGT-4714,Agent,High
POL-747FCDFB,Personal,Auto,2017-12-31,2022-12-30,AGT-4010,Digital,Low
POL-490C7A18,Commercial,Liability,2019-05-27,2026-05-25,AGT-4782,Broker,High
POL-221278A0,Personal,Auto,2017-08-12,2025-08-10,AGT-9499,Agent,Low
POL-898C3239,Personal,Auto,2016-07-17,2021-07-16,AGT-4525,Broker,Mid
POL-55808028,Personal,Auto,2019-01-18,2027-01-16,AGT-6044,Digital,Low
POL-99D34154,Personal,Auto,2018-01-15,2023-01-14,AGT-9026,Direct,Low
POL-F03D7306,Personal,Auto,2015-11-24,2023-11-22,AGT-1164,Broker,Low
POL-A41C9A92,Personal,Auto,2021-03-05,2026-03-04,AGT-5827,Agent,Mid
POL-4182D391,Personal,Auto,2016-05-09,2022-05-08,AGT-7374,Direct,Mid
POL-E65BFDB4,Commercial,Liability,2017-08-16,2024-08-14,AGT-9132,Digital,High
POL-FE1F27EE,Personal,Auto,2017-07-30,2025-07-28,AGT-1553,Direct,Low
POL-090623F2,Personal,Auto,2018-07-07,2027-07-05,AGT-7539,Broker,Mid
POL-197341F7,Personal,Auto,2019-12-24,2026-12-22,AGT-8222,Direct,Mid
POL-75495066,Personal,Auto,2015-10-15,2020-10-13,AGT-4159,Broker,Mid
POL-A19FA163,Commercial,Commercial,2021-12-10,2028-12-08,AGT-7714,Broker,High
POL-F636EC2E,Personal,Auto,2019-08-29,2028-08-26,AGT-5441,Digital,Mid
POL-21A11B1A,Personal,Auto,2021-12-24,2026-12-23,AGT-6922,Broker,Mid
POL-ABF2E525,Personal,Auto,2020-08-07,2029-08-05,AGT-4508,Broker,Mid
POL-B0860509,Personal,Auto,2021-07-17,2028-07-15,AGT-2594,Agent,Low
POL-4A0ADDA3,Personal,Auto,2018-10-25,2023-10-24,AGT-8456,Direct,Low
POL-1F8374B8,Personal,Homeowners,2017-11-14,2026-11-12,AGT-2947,Broker,Mid
POL-EFB74FE4,Personal,Auto,2018-01-25,2023-01-24,AGT-2688,Agent,High
POL-A9FF3AB0,Personal,Auto,2019-11-29,2026-11-27,AGT-8973,Direct,Mid
POL-8F7176B1,Personal,Auto,2017-09-10,2023-09-09,AGT-9426,Digital,Mid
POL-DF98BFE3,Personal,Auto,2019-11-24,2027-11-22,AGT-6483,Agent,Mid
POL-84E66F66,Commercial,Liability,2015-09-19,2020-09-17,AGT-6223,Direct,High
POL-BCAB8A61,Personal,Auto,2020-12-04,2025-12-03,AGT-4246,Digital,Low
POL-9793D0D3,Personal,Auto,2016-04-10,2024-04-08,AGT-6505,Agent,Mid
POL-07BEB09C,Personal,Auto,2021-03-10,2031-03-08,AGT-6482,Broker,Low
POL-56199A2B,Personal,Auto,2016-03-12,2021-03-11,AGT-5650,Direct,High
POL-647FB1DC,Commercial,Liability,2016-04-02,2023-04-01,AGT-6895,Agent,High
POL-6B7C955A,Personal,Auto,2020-03-19,2029-03-17,AGT-5989,Broker,Mid
POL-59E2F850,Personal,Auto,2020-06-10,2026-06-09,AGT-8912,Agent,Low
POL-B2ED50A9,Personal,Auto,2019-03-14,2026-03-12,AGT-7008,Broker,High
POL-B3406D23,Personal,Auto,2021-02-27,2031-02-25,AGT-4466,Agent,High
POL-5102DBD6,Personal,Auto,2017-07-11,2026-07-09,AGT-6894,Agent,Low
POL-D823A275,Personal,Auto,2020-10-16,2026-10-15,AGT-3070,Direct,Mid
POL-5449D2A2,Personal,Auto,2017-02-19,2026-02-17,AGT-2927,Agent,High
POL-B9B56209,Personal,Auto,2018-07-06,2027-07-04,AGT-8440,Agent,Mid
POL-2144299F,Personal,Auto,2018-08-29,2026-08-27,AGT-6241,Broker,Low
POL-25E9B4D8,Personal,Auto,2015-09-15,2022-09-13,AGT-1483,Agent,Mid
POL-32801B42,Personal,Auto,2018-02-08,2028-02-06,AGT-4191,Direct,Low
POL-5F85E6B2,Personal,Auto,2019-09-25,2029-09-22,AGT-9857,Agent,Low
POL-4F03E65C,Personal,Homeowners,2016-01-10,2026-01-07,AGT-6732,Agent,High
POL-78FDC368,Personal,Auto,2021-03-28,2030-03-26,AGT-8816,Agent,High
POL-216A14FC,Personal,Auto,2018-04-27,2025-04-25,AGT-5929,Digital,Low
POL-5932F5BB,Personal,Auto,2016-11-07,2021-11-06,AGT-1383,Broker,Low
POL-6B75F151,Personal,Auto,2019-03-12,2024-03-10,AGT-2616,Broker,Low
POL-856E08CF,Personal,Auto,2016-10-12,2026-10-10,AGT-1828,Agent,High
POL-A51E8EA7,Personal,Auto,2015-12-27,2022-12-25,AGT-7611,Direct,High
POL-95494F13,Personal,Homeowners,2019-12-17,2024-12-15,AGT-7808,Broker,High
POL-BFBA8D7E,Personal,Auto,2016-04-20,2022-04-19,AGT-5112,Agent,Low
POL-1E5063B9,Personal,Auto,2016-02-04,2021-02-02,AGT-7519,Broker,Low
POL-A9125E40,Personal,Auto,2019-03-23,2027-03-21,AGT-5962,Digital,Mid
POL-B3DB9788,Personal,Auto,2015-10-08,2023-10-06,AGT-7657,Agent,Low
POL-2B753B26,Personal,Auto,2020-03-12,2027-03-11,AGT-7053,Broker,Low
POL-7DDE7B7C,Personal,Homeowners,2019-08-24,2028-08-21,AGT-5100,Agent,Mid
POL-697872FE,Personal,Auto,2016-05-16,2023-05-15,AGT-6875,Agent,Mid
POL-CEE0E633,Personal,Auto,2018-10-07,2028-10-04,AGT-3867,Direct,Mid
POL-072B04C1,Personal,Auto,2015-08-10,2024-08-07,AGT-7739,Broker,Mid
POL-723812FB,Personal,Auto,2019-08-02,2024-07-31,AGT-9221,Agent,Low
POL-5BF92BF6,Personal,Homeowners,2015-10-13,2021-10-11,AGT-2860,Broker,High
POL-A3137704,Personal,Auto,2021-12-15,2030-12-13,AGT-7002,Broker,Mid
POL-CABD0718,Personal,Auto,2016-05-13,2024-05-11,AGT-1993,Agent,Low
POL-E03B8D5A,Personal,Auto,2019-07-13,2028-07-10,AGT-4397,Agent,Mid
POL-AB482868,Personal,Auto,2016-08-16,2023-08-15,AGT-7021,Broker,Mid
POL-85B85C52,Personal,Auto,2016-10-27,2021-10-26,AGT-3496,Agent,Low
POL-85F4FECC,Personal,Auto,2018-06-25,2027-06-23,AGT-3123,Digital,High
POL-6EBE7BA0,Personal,Auto,2018-05-17,2027-05-15,AGT-4454,Direct,Mid
POL-D9D1683E,Commercial,Liability,2021-11-05,2029-11-03,AGT-2031,Digital,High
POL-2A2F7411,Personal,Auto,2015-12-14,2022-12-12,AGT-6628,Direct,High
POL-867AAFF5,Personal,Auto,2015-07-27,2020-07-25,AGT-2181,Agent,Mid
POL-0AA6A61F,Personal,Auto,2017-02-07,2026-02-05,AGT-3998,Broker,Mid
POL-A34A4A3C,Personal,Auto,2017-04-16,2025-04-14,AGT-3814,Direct,Low
POL-B51ABDBF,Personal,Homeowners,2020-06-17,2029-06-15,AGT-9710,Agent,High
POL-73085B1F,Personal,Auto,2020-09-13,2026-09-12,AGT-9925,Direct,High
POL-B2D65276,Personal,Auto,2020-09-01,2029-08-30,AGT-1713,Broker,High
POL-CDDF1C1F,Personal,Homeowners,2016-10-26,2025-10-24,AGT-2415,Agent,High
POL-FDFAE082,Personal,Auto,2017-01-11,2027-01-09,AGT-7588,Direct,Mid
POL-D3D46712,Personal,Auto,2019-06-19,2027-06-17,AGT-3686,Agent,Mid
POL-D445D31E,Commercial,Liability,2017-09-13,2026-09-11,AGT-6796,Agent,High
POL-9C6D31C7,Personal,Auto,2019-12-27,2026-12-25,AGT-9285,Digital,Low
POL-AF550354,Personal,Auto,2016-02-21,2025-02-18,AGT-2465,Direct,Mid
POL-9B481E7F,Commercial,Commercial,2017-11-17,2026-11-15,AGT-9668,Agent,High
POL-3767CC94,Commercial,Commercial,2020-01-03,2028-12-31,AGT-1472,Agent,High
POL-8DD29A92,Personal,Auto,2017-03-13,2027-03-11,AGT-3059,Agent,Mid
POL-C508BF87,Personal,Auto,2021-11-06,2026-11-05,AGT-5567,Digital,High
POL-C41B553F,Personal,Auto,2017-10-15,2026-10-13,AGT-8923,Agent,High
POL-8A8D3DD8,Personal,Homeowners,2015-12-22,2024-12-19,AGT-5984,Broker,High
POL-8B6FBFB5,Personal,Auto,2017-08-08,2025-08-06,AGT-2250,Agent,High
POL-35E03224,Personal,Auto,2016-08-12,2024-08-10,AGT-3240,Broker,Mid
POL-2F6FC821,Personal,Auto,2018-07-15,2027-07-13,AGT-7853,Agent,Mid
POL-79453FEA,Commercial,Liability,2016-07-05,2023-07-04,AGT-6053,Agent,High
POL-272F5C39,Personal,Homeowners,2018-07-07,2025-07-05,AGT-1117,Direct,High
POL-BB5A88E9,Personal,Auto,2020-04-16,2029-04-14,AGT-5513,Direct,Low
POL-6ABB3338,Personal,Auto,2017-11-08,2026-11-06,AGT-4659,Digital,Mid
POL-BB6C809C,Commercial,Liability,2016-05-10,2022-05-09,AGT-1005,Broker,High
POL-F66F8053,Commercial,Liability,2017-08-11,2026-08-09,AGT-3225,Agent,High
POL-0980EA3A,Personal,Auto,2019-09-02,2025-08-31,AGT-9417,Agent,Low
POL-15472EB8,Personal,Auto,2018-07-16,2023-07-15,AGT-7335,Broker,Mid
POL-FAACA2A0,Personal,Auto,2016-08-11,2026-08-09,AGT-1637,Agent,High
POL-A19CF109,Personal,Auto,2018-01-18,2024-01-17,AGT-1144,Agent,Low
POL-859A1586,Personal,Auto,2018-04-26,2024-04-24,AGT-4113,Broker,Low
POL-6CCC6D32,Personal,Auto,2017-06-13,2023-06-12,AGT-5183,Agent,High
