customer_id,age_band,gender,customer_segment,tenure_years,clv_score,risk_score
CUST-4B22A426,46-60,F,New,13,679.35,4
CUST-09377B28,60+,F,Loyal,11,308.97,21
CUST-23129806,36-45,F,Loyal,6,262.18,25
CUST-3199563B,18-25,M,At-Risk,12,465.47,22
CUST-B90FAE89,36-45,M,New,11,231.47,52
CUST-2C2DEF42,26-35,F,New,12,295.14,8
CUST-6AA3E137,60+,M,At-Risk,9,457.74,18
CUST-FF297ED7,26-35,F,Loyal,8,87.47,6
CUST-CD9EFFBC,26-35,M,Loyal,15,413.14,4
CUST-C139737D,36-45,F,Loyal,15,239.43,51
CUST-B42B88AC,46-60,M,Lapsed,9,456.5,20
CUST-8E4FE7CD,36-45,M,Lapsed,4,58.41,56
CUST-425FDD59,18-25,Unknown,Loyal,7,256.72,95
CUST-59BC927E,46-60,M,Loyal,8,178.93,19
CUST-1D54B117,18-25,M,Lapsed,11,161.62,23
CUST-0AC4B518,46-60,M,At-Risk,5,94.8,42
CUST-89B687ED,46-60,M,Loyal,1,52.23,3
CUST-9EA07C98,26-35,F,Loyal,13,291.08,6
CUST-A4DB4EE0,36-45,Unknown,Loyal,15,581.86,64
CUST-C8FB8B6D,18-25,F,Loyal,2,60.64,66
CUST-AC196D02,26-35,F,Loyal,5,107.35,32
CUST-919DE830,46-60,F,Loyal,7,213.91,11
CUST-B893C46E,26-35,M,Loyal,12,709.09,29
CUST-A11531D8,18-25,F,At-Risk,12,344.21,8
CUST-41D9021B,46-60,F,Loyal,6,102.11,23
CUST-8A03D25A,46-60,M,At-Risk,5,147.93,71
CUST-E2ACB1AC,60+,Unknown,Loyal,7,326.46,31
CUST-47EFE590,60+,F,Lapsed,4,83.16,65
CUST-1B955EB5,36-45,M,Loyal,7,96.16,14
CUST-0858C978,36-45,F,Loyal,4,151.95,50
CUST-1A727847,36-45,M,Loyal,1,30.31,1
CUST-EB78DDB4,46-60,M,New,11,255.92,14
CUST-B79339F8,36-45,M,Loyal,12,579.37,10
CUST-22F34439,60+,F,At-Risk,5,111.34,13
CUST-5B9666A2,46-60,M,Loyal,7,126.12,39
CUST-A5BF90D1,36-45,M,At-Risk,7,225.48,4
CUST-15A81C51,46-60,M,Loyal,1,23.1,3
CUST-FA28A8CB,26-35,M,Loyal,9,429.96,97
CUST-364BDB70,60+,F,Loyal,7,32.27,24
CUST-4F4BD4CC,36-45,M,Loyal,15,450.79,45
CUST-227B558A,46-60,M,Loyal,6,140.6,23
CUST-86E75873,46-60,M,Loyal,12,430.73,19
CUST-E33515D9,18-25,M,Loyal,6,177.34,14
CUST-8349C652,46-60,F,New,3,32.38,73
CUST-BBD96E11,36-45,F,Loyal,6,268.22,17
CUST-8F19EA04,36-45,M,Loyal,14,429.35,27
CUST-90524667,18-25,M,Loyal,4,85.99,35
CUST-78488C67,46-60,M,Loyal,13,597.43,2
CUST-B052AFD3,60+,F,At-Risk,10,553.65,32
CUST-4903011C,26-35,M,Loyal,12,464.69,3
CUST-258B4A70,46-60,F,Lapsed,12,597.49,1
CUST-622A838B,60+,F,Loyal,8,157.62,54
CUST-DCD2232D,18-25,M,Lapsed,10,107.54,6
CUST-722E3C41,60+,M,Loyal,2,10.46,6
CUST-569D6B6F,18-25,Unknown,Loyal,11,266.71,38
CUST-34FB151D,46-60,M,Loyal,11,223.83,18
CUST-756775CD,36-45,F,Lapsed,2,41.13,28
CUST-CBF6B750,60+,F,Loyal,8,339.69,23
CUST-890316F1,36-45,M,At-Risk,8,43.03,20
CUST-7D27E3E8,36-45,F,New,5,64.64,21
CUST-FDA41412,46-60,M,Loyal,1,27.75,10
CUST-6C3624F2,46-60,M,At-Risk,1,5.99,23
CUST-3E3583CC,46-60,F,Loyal,4,138.39,2
CUST-9EBE8167,46-60,F,Loyal,4,111.64,31
CUST-7B90B329,46-60,M,At-Risk,4,81.42,17
CUST-44FB8EA3,18-25,F,Loyal,10,577.62,49
CUST-5C06D394,26-35,M,Loyal,7,233.53,26
CUST-83D4F244,26-35,F,Loyal,2,8.52,33
CUST-C9AF8B1F,26-35,M,At-Risk,2,91.52,42
CUST-5BC40F78,46-60,M,Loyal,10,209.11,78
CUST-3E18FEE8,36-45,Unknown,Loyal,15,478.65,69
CUST-15A32E6F,36-45,F,New,13,277.57,3
CUST-70255573,18-25,M,Lapsed,12,465.04,45
CUST-C8637CC1,60+,Unknown,Loyal,5,172.45,6
CUST-4CC854DE,18-25,M,Loyal,11,554.69,2
CUST-6C35275C,18-25,F,At-Risk,2,56.37,7
CUST-85BC7EB5,46-60,F,At-Risk,3,92.44,31
CUST-A42EB3D8,26-35,F,New,3,17.32,15
CUST-F593F1B7,46-60,M,Loyal,3,15.55,24
CUST-0913DAF3,36-45,F,Loyal,6,130.75,66
CUST-DA600BB7,46-60,F,Loyal,1,28.05,7
CUST-ECE0FDF0,18-25,M,Loyal,13,134.28,5
CUST-CDAC0A11,36-45,F,Loyal,11,173.47,46
CUST-03CBBAED,36-45,M,New,10,168.27,62
CUST-6294CD33,46-60,M,New,3,59.04,32
CUST-DA2E8080,46-60,F,Loyal,14,434.23,21
CUST-03197F33,26-35,M,New,1,7.64,9
CUST-C0E54234,46-60,F,Loyal,15,60.01,46
CUST-B6E32E18,26-35,M,Loyal,11,148.11,10
CUST-8DF457C1,46-60,M,New,4,110.23,80
CUST-909C8067,60+,F,At-Risk,3,137.08,17
CUST-7E3F122A,18-25,F,Loyal,11,129.07,1
CUST-40954C86,18-25,F,At-Risk,13,411.04,50
CUST-97649755,46-60,M,Lapsed,7,137.54,80
CUST-749664C6,60+,M,Loyal,1,35.47,58
CUST-CF3E4FD9,46-60,F,At-Risk,8,211.77,31
CUST-1B9B553A,36-45,F,Loyal,8,61.04,21
CUST-634D992C,46-60,F,Loyal,5,242.37,27
CUST-65B33DAE,26-35,F,Loyal,14,734.07,29
CUST-FAF1FBDA,60+,M,Loyal,6,166.67,37
CUST-09E7D0CF,46-60,F,New,4,73.68,14
CUST-3DA95922,60+,M,Lapsed,11,72.04,52
CUST-BAA243F9,60+,M,Loyal,10,45.78,52
CUST-AA8942B6,60+,M,At-Risk,10,101.24,9
CUST-4D95B886,18-25,F,Lapsed,8,320.86,5
CUST-D68CD423,60+,F,At-Risk,5,92.62,14
CUST-C3F4213A,26-35,M,Loyal,4,54.37,26
CUST-6F099DCE,36-45,F,Loyal,2,12.05,20
CUST-7A23A7F9,36-45,M,Loyal,3,24.37,53
CUST-160CFFFB,26-35,F,Loyal,9,216.38,17
CUST-1F113B1B,36-45,F,Loyal,7,163.11,31
CUST-4FFB3E2F,36-45,F,Loyal,12,388.69,5
CUST-48D4683F,26-35,F,Lapsed,13,328.77,9
CUST-6297F815,36-45,F,Loyal,9,239.66,14
CUST-2B380A00,36-45,M,New,2,70.67,35
CUST-311D590C,46-60,F,Loyal,1,9.29,15
CUST-0138CF27,36-45,F,Loyal,4,45.13,11
CUST-70CD1765,46-60,M,Lapsed,5,154.62,30
CUST-49C8A48E,46-60,F,At-Risk,2,82.71,3
CUST-C520BAB5,46-60,M,Loyal,12,327.73,31
CUST-A3755880,26-35,F,Loyal,6,75.69,12
CUST-06A4A319,36-45,M,At-Risk,12,90.57,8
CUST-251FC847,36-45,F,Loyal,4,24.76,36
CUST-2EDA3C10,18-25,M,New,1,37.93,8
CUST-A3C92915,60+,M,Loyal,3,70.85,14
CUST-26200D6B,18-25,M,New,8,35.24,14
CUST-1215FDF1,60+,F,Lapsed,8,105.13,18
CUST-4D399F78,18-25,F,Loyal,7,155.9,55
CUST-B28F17A4,46-60,M,Loyal,15,190.81,16
CUST-AE37C92A,26-35,M,Lapsed,10,245.95,8
CUST-AE79B68A,60+,F,New,11,324.09,4
CUST-96B10B61,46-60,F,New,2,95.56,76
CUST-6679C4FF,18-25,M,New,7,245.74,62
CUST-541AFB01,18-25,F,Lapsed,10,370.36,4
CUST-4C80CDBD,46-60,F,Lapsed,9,302.53,3
CUST-4B2274EB,26-35,M,Loyal,15,870.81,3
CUST-D61A148F,18-25,F,At-Risk,8,469.32,4
CUST-91031632,60+,M,At-Risk,6,90.64,3
CUST-1942431E,46-60,Unknown,New,15,291.78,13
CUST-2BB77A45,18-25,F,Loyal,6,74.82,42
CUST-35AF08B6,36-45,F,At-Risk,9,284.99,36
CUST-27A4263A,26-35,Unknown,Loyal,1,34.67,40
CUST-9708D9EF,46-60,M,Loyal,3,17.69,56
CUST-493B69F9,18-25,F,Loyal,1,50.64,59
CUST-9299E653,36-45,F,Loyal,7,215.77,3
CUST-545CE6AF,26-35,F,Loyal,14,410.53,4
CUST-4D6D80F2,60+,F,Loyal,2,44.43,59
CUST-30482655,18-25,M,New,15,132.24,21
CUST-1183CD94,46-60,M,Lapsed,14,478.76,35
CUST-42E4F3C5,36-45,M,New,1,4.58,2
CUST-171C2610,46-60,F,Loyal,1,34.75,20
CUST-25C8DEDB,26-35,M,Loyal,14,165.84,14
CUST-B57567EC,60+,F,Loyal,9,201.68,8
CUST-C4266232,60+,M,At-Risk,3,67.42,38
CUST-C8747C58,26-35,F,Loyal,15,585.85,29
CUST-6E24941B,26-35,M,Loyal,9,207.95,14
CUST-620C159A,60+,F,Loyal,10,604.77,21
CUST-A94F07A5,36-45,M,At-Risk,11,82.24,22
CUST-0A923F41,46-60,M,At-Risk,4,239.67,14
CUST-D619650E,46-60,M,Loyal,6,46.03,81
CUST-DAA70F66,36-45,Unknown,At-Risk,2,20.45,8
CUST-DBAF212A,26-35,F,At-Risk,8,404.21,41
CUST-9166F170,36-45,F,Lapsed,15,759.7,6
CUST-D0693570,36-45,F,Lapsed,10,220.83,67
CUST-4DEBD459,36-45,F,At-Risk,11,356.5,7
CUST-2CB7FA33,46-60,F,Loyal,3,79.28,2
CUST-4B68DFC5,36-45,F,Loyal,9,373.7,23
CUST-101546C8,46-60,M,At-Risk,15,189.93,10
CUST-0EC93A04,26-35,M,Lapsed,2,71.44,6
CUST-CCCFB8BC,36-45,F,New,4,130.74,52
CUST-8DA7CE32,18-25,M,Loyal,11,439.14,34
CUST-7CF5BB5F,26-35,M,New,1,18.7,22
CUST-2FA4E711,36-45,F,Loyal,4,108.33,29
CUST-79BBC878,60+,M,Loyal,15,264.32,3
CUST-9E009615,36-45,F,Loyal,1,16.94,76
CUST-3844846F,26-35,F,At-Risk,7,258.84,84
CUST-E71681DA,46-60,M,New,5,134.62,8
CUST-F89A88B9,46-60,M,Loyal,6,115.47,19
CUST-803A8B65,36-45,M,Loyal,4,214.46,15
CUST-D13E0A02,26-35,F,At-Risk,5,49.49,89
CUST-29AD4C88,36-45,F,New,12,596.67,6
CUST-79E47D32,26-35,F,Loyal,1,43.16,13
CUST-36174D66,36-45,M,Loyal,2,16.69,38
CUST-30A8E0A5,26-35,M,At-Risk,4,20.47,6
CUST-A6206D13,46-60,F,Loyal,13,610.4,23
CUST-A7B889B5,60+,F,Loyal,6,88.81,54
CUST-78ED3EA2,26-35,M,Lapsed,1,53.7,12
CUST-BAD02293,26-35,M,Loyal,8,33.9,5
CUST-D4C6C50B,60+,M,Loyal,10,104.26,25
CUST-4B6FA469,36-45,M,Lapsed,7,65.19,16
CUST-497C8B74,46-60,F,At-Risk,2,79.99,88
CUST-9CE0DFC4,60+,Unknown,Loyal,14,280.21,10
CUST-06628734,46-60,M,At-Risk,13,486.22,61
CUST-3443A9EE,46-60,F,Loyal,14,476.01,74
CUST-A1BD5D75,36-45,M,At-Risk,15,538.36,52
CUST-EDA34183,60+,M,Loyal,5,93.95,2
CUST-A388DDAC,46-60,M,Loyal,7,55.52,25
CUST-155285A7,18-25,M,Lapsed,15,834.68,9
CUST-F0854F6A,36-45,M,At-Risk,7,81.55,12
CUST-0BFA1E49,18-25,F,New,13,464.62,45
CUST-AA2D1ACF,36-45,F,At-Risk,10,504.2,47
CUST-30F6C373,18-25,F,At-Risk,14,463.24,45
CUST-9BE0FA12,46-60,F,Loyal,1,19.46,3
CUST-75E2B6F3,36-45,M,Loyal,11,341.96,15
CUST-1AAFA263,36-45,M,Loyal,13,559.34,22
CUST-B0DA6AE8,46-60,M,Lapsed,3,78.07,8
CUST-A9B55E1C,26-35,M,Loyal,12,366.67,46
CUST-5CE9BD29,36-45,M,Loyal,3,50.78,16
CUST-895D66F4,36-45,Unknown,Loyal,14,271.33,11
CUST-C749314B,36-45,Unknown,New,14,833.09,27
CUST-C1909ECA,60+,F,New,1,22.14,6
CUST-35ADCF22,36-45,F,Loyal,8,259.81,3
CUST-4FA4B1F8,36-45,F,New,6,32.65,9
CUST-ACDA682F,60+,F,At-Risk,14,671.42,3
CUST-CBDC6ECF,46-60,F,New,5,93.7,45
CUST-FEFC314B,36-45,M,Loyal,11,309.09,40
CUST-C8CA46A7,36-45,Unknown,Loyal,2,12.24,20
CUST-160210F6,60+,F,At-Risk,4,214.92,20
CUST-22CFFF34,36-45,M,New,15,361.16,15
CUST-4E6EA944,26-35,F,Loyal,6,136.32,55
CUST-27BBAAF4,36-45,F,At-Risk,12,234.09,3
CUST-F22E0B22,26-35,F,Loyal,15,203.67,9
CUST-6F56EBB7,36-45,M,Loyal,15,366.37,12
CUST-FF1457BB,60+,F,New,1,3.55,2
CUST-1DFB42AD,60+,M,At-Risk,4,100.57,2
CUST-9EF76123,46-60,M,Loyal,11,379.39,72
CUST-CE8555B1,60+,M,At-Risk,14,209.05,43
CUST-7D25DD6F,46-60,M,Lapsed,15,427.43,36
CUST-E02815F4,60+,M,At-Risk,11,322.07,21
CUST-5CBD59ED,60+,F,New,2,8.07,1
CUST-741F10CB,60+,F,At-Risk,12,339.14,59
CUST-A75F131D,26-35,F,Loyal,5,89.26,63
CUST-C46E8E20,26-35,M,New,13,573.98,44
CUST-B3233BBD,18-25,M,Loyal,9,514.62,2
CUST-48C5CA6B,46-60,F,Loyal,3,89.86,2
CUST-178665B8,60+,F,Lapsed,13,256.68,16
CUST-C0629542,60+,F,At-Risk,15,540.49,4
CUST-3F963340,60+,M,At-Risk,8,349.45,6
CUST-478650C1,46-60,M,At-Risk,13,684.61,26
CUST-42457E6B,36-45,F,Loyal,1,8.69,2
CUST-6034448C,36-45,M,At-Risk,5,143.15,79
CUST-0BD35B6A,46-60,M,Loyal,2,114.47,76
CUST-68BEA8AE,18-25,M,Loyal,5,177.25,39
CUST-00469971,46-60,F,Loyal,6,56.69,39
CUST-D49B6B4B,46-60,F,At-Risk,7,176.35,70
CUST-B6B2FA4A,26-35,F,At-Risk,5,94.33,17
CUST-F6A0F2FA,46-60,F,Lapsed,9,194.97,78
CUST-D400BA6D,36-45,M,At-Risk,4,186.54,25
CUST-DA35E965,46-60,M,Loyal,6,156.23,19
CUST-209B6FEA,46-60,Unknown,Loyal,13,236.65,8
CUST-5C00F0CD,26-35,M,Loyal,9,215.52,44
CUST-3B940B2B,46-60,F,Loyal,1,22.48,82
CUST-B4441BFB,26-35,F,Loyal,5,254.96,43
CUST-185B127C,36-45,M,New,13,628.75,58
CUST-593BED73,36-45,Unknown,Loyal,3,99.18,14
CUST-0F858C45,46-60,M,At-Risk,14,443.51,61
CUST-0259D1C1,60+,F,Loyal,5,128.4,5
CUST-B30DF820,18-25,M,Loyal,10,136.94,40
CUST-4330D535,46-60,F,Loyal,8,358.3,12
CUST-CF2C2D36,60+,F,Loyal,10,402.97,3
CUST-0C910C26,60+,M,At-Risk,12,264.77,89
CUST-B0398C10,26-35,Unknown,Loyal,3,119.67,81
CUST-A9DC46F3,26-35,M,At-Risk,6,130.27,26
CUST-4C906817,36-45,M,Loyal,9,393.04,12
CUST-5F5801B5,60+,M,Loyal,4,96.66,35
CUST-925989CC,36-45,F,At-Risk,6,50.37,3
CUST-F543819E,36-45,M,At-Risk,14,746.62,2
CUST-0F26A1FB,60+,F,Loyal,4,114.69,65
CUST-8515A265,36-45,F,New,3,133.17,30
CUST-98DE3781,46-60,F,Loyal,9,369.89,7
CUST-A44AD8D9,60+,Unknown,Loyal,2,37.67,44
CUST-35E44622,36-45,F,Loyal,1,9.35,7
CUST-3DB0585C,26-35,M,Loyal,14,90.98,9
CUST-8EF13595,26-35,F,Lapsed,5,57.41,7
CUST-BE1DD27A,46-60,M,New,2,38.85,5
CUST-16536601,26-35,M,At-Risk,10,284.56,25
CUST-18BF5BA2,26-35,M,Loyal,8,111.89,57
CUST-AE76A3F4,26-35,M,Loyal,7,153.9,42
CUST-98DBED36,36-45,F,At-Risk,7,72.26,36
CUST-752238F4,46-60,F,Loyal,3,44.55,58
CUST-20B799D3,36-45,F,Loyal,13,669.43,27
CUST-C74D135D,46-60,Unknown,Loyal,1,32.71,49
CUST-CD2020F8,60+,M,Loyal,8,404.07,90
CUST-3B568BB0,46-60,M,Loyal,5,43.21,26
CUST-0B2B8624,46-60,M,New,10,244.73,25
CUST-0EEE501F,18-25,M,Loyal,9,150.28,2
CUST-B48E509E,36-45,Unknown,Loyal,6,235.26,28
CUST-1E8BE7FD,26-35,M,New,9,384.96,58
CUST-701E2BBC,36-45,M,Loyal,4,79.2,66
CUST-8AEF6A46,60+,M,New,2,80.58,41
CUST-345BA4C8,36-45,M,Loyal,14,645.22,74
CUST-E6E40198,26-35,F,Loyal,10,154.37,60
CUST-8D2750BA,46-60,Unknown,Loyal,10,118.16,44
CUST-A0462230,60+,F,Lapsed,15,403.29,3
CUST-8B212034,46-60,M,Lapsed,14,436.04,19
CUST-170231C3,26-35,F,At-Risk,9,109.96,3
CUST-DE81EBDA,36-45,F,Loyal,12,115.93,7
CUST-6EF37731,36-45,M,Loyal,8,467.92,24
CUST-C9ACA6C9,46-60,F,Loyal,4,54.86,3
CUST-77B4E2AC,46-60,F,Lapsed,10,576.31,20
CUST-97E51BA8,46-60,F,Lapsed,14,522.89,3
CUST-4E16776E,26-35,M,Loyal,14,330.3,35
CUST-F6C0215D,60+,F,Loyal,8,187.35,14
CUST-C69571AA,26-35,F,New,15,760.82,67
CUST-3D4F6E05,26-35,F,New,3,79.18,49
CUST-8673A888,46-60,M,Loyal,1,6.13,40
CUST-1DE5E02F,36-45,M,Loyal,7,80.19,18
CUST-6112543B,36-45,F,Loyal,4,137.94,39
CUST-70F1EE72,36-45,F,At-Risk,15,680.72,49
CUST-48E270EA,18-25,Unknown,At-Risk,2,68.32,50
CUST-2E56101E,26-35,M,At-Risk,9,201.54,42
CUST-7757BA3F,46-60,M,Loyal,12,383.69,21
CUST-3E5B6554,26-35,F,Loyal,2,76.61,7
CUST-D4230BE9,60+,F,Loyal,1,4.99,12
CUST-043FF62C,46-60,F,Loyal,9,277.7,6
CUST-460414F7,46-60,F,Lapsed,14,466.76,15
CUST-7C756117,60+,M,Loyal,1,20.99,34
CUST-06F83A28,46-60,M,New,1,50.02,8
CUST-28B19367,36-45,M,Loyal,14,677.98,10
CUST-341F7616,60+,M,Loyal,10,443.45,46
CUST-0B25CCC5,36-45,F,Loyal,11,126.35,86
CUST-03D9BE68,18-25,M,Loyal,5,296.19,6
CUST-D4D09E64,36-45,F,Loyal,5,166.81,26
CUST-3146061C,26-35,M,Loyal,8,419.48,5
CUST-2FB8B81A,46-60,F,Loyal,4,61.29,32
CUST-C783F4A6,60+,F,New,7,182.12,33
CUST-C65657A1,46-60,M,At-Risk,15,455.06,16
CUST-B8437622,26-35,F,Loyal,12,358.12,69
CUST-8C081201,26-35,Unknown,New,14,133.18,17
CUST-7EF9AE0A,36-45,Unknown,New,8,340.85,16
CUST-D7B8CF5D,26-35,M,New,12,184.6,6
CUST-2ED0395B,36-45,F,New,7,323.97,24
CUST-5E6B8010,46-60,M,Loyal,10,459.09,38
CUST-1D5CC191,46-60,M,Lapsed,11,110.13,21
CUST-FD2BD7EA,46-60,M,New,13,459.75,36
CUST-413B36FC,36-45,F,Loyal,14,926.11,33
CUST-C19C45E6,26-35,F,At-Risk,2,75.39,9
CUST-5391836D,46-60,M,Loyal,12,311.07,8
CUST-352C531F,36-45,Unknown,Loyal,11,336.53,24
CUST-F2AB0DCF,36-45,F,Loyal,12,251.6,9
CUST-52C79783,46-60,M,New,1,9.83,58
CUST-1DFD3807,36-45,F,Loyal,8,189.68,37
CUST-DA656905,26-35,F,Lapsed,15,317.75,45
CUST-1CB655D2,36-45,M,Loyal,14,291.69,12
CUST-27273313,26-35,M,Loyal,4,82.22,42
CUST-037A76B6,46-60,M,Lapsed,8,415.49,53
CUST-6759E8E6,18-25,M,Loyal,13,256.34,64
CUST-F3685D54,60+,F,New,14,231.88,12
CUST-619FC568,36-45,M,Lapsed,5,37.91,93
CUST-F23EA83E,18-25,M,Loyal,13,196.6,55
CUST-3112EF7D,26-35,Unknown,At-Risk,13,484.47,68
CUST-D46A24BA,60+,Unknown,New,3,71.69,60
CUST-BF8F8EF2,36-45,F,Loyal,1,14.51,6
CUST-7846FF0E,46-60,F,Lapsed,1,58.87,33
CUST-155C1124,60+,Unknown,Loyal,3,9.49,78
CUST-457E2DEA,36-45,F,At-Risk,12,206.34,79
CUST-71B2ABD8,36-45,M,At-Risk,6,214.45,69
CUST-6876AF44,46-60,M,Loyal,11,537.61,46
CUST-E79DB213,46-60,M,At-Risk,2,26.25,20
CUST-C28B6E3D,36-45,M,Lapsed,10,418.94,13
CUST-9845F3EB,60+,M,At-Risk,12,305.59,23
CUST-A44EFD36,46-60,M,Loyal,15,511.93,58
CUST-22DD4572,60+,M,Loyal,5,64.16,46
CUST-4D019228,18-25,F,Loyal,9,406.95,21
CUST-2321DE03,36-45,M,New,8,168.99,28
CUST-02CB729B,26-35,M,Lapsed,6,232.83,95
CUST-A59ECB54,60+,F,Lapsed,10,494.15,30
CUST-4021E900,26-35,M,New,9,387.74,5
CUST-F2DFB21B,46-60,F,Loyal,13,479.65,37
CUST-8EC85403,18-25,M,Lapsed,1,7.58,19
CUST-103CA190,26-35,F,Loyal,4,29.8,10
CUST-0C3A879A,36-45,F,New,9,182.03,49
CUST-16F7B698,46-60,M,New,9,69.45,27
CUST-00748B6A,26-35,F,Loyal,14,585.53,18
CUST-955FCF0D,46-60,F,Lapsed,11,480.68,19
CUST-50AE2DF7,46-60,Unknown,Loyal,1,36.41,24
CUST-D8149F86,60+,F,Loyal,8,73.48,41
CUST-04BE9D42,46-60,F,At-Risk,13,755.21,30
CUST-2EE457EC,46-60,M,At-Risk,14,500.6,7
CUST-F5F1A34F,46-60,M,Lapsed,13,436.85,22
CUST-DEDECA29,26-35,M,At-Risk,8,194.79,78
CUST-9A94C592,36-45,M,Loyal,2,7.58,33
CUST-9D87699C,60+,Unknown,Lapsed,4,110.49,4
CUST-4C804944,18-25,M,Loyal,13,125.3,7
CUST-C566F11C,26-35,F,Loyal,6,188.71,24
CUST-3ECAA80F,46-60,Unknown,New,12,188.69,13
CUST-982A95C1,46-60,M,Loyal,1,4.75,39
CUST-52BFEA65,36-45,M,New,8,163.39,13
CUST-9D7F9AD7,60+,M,At-Risk,15,61.25,2
CUST-30CD659B,36-45,M,New,4,130.79,2
CUST-9780FB68,36-45,F,Loyal,1,28.92,81
CUST-D3FF4533,60+,M,Lapsed,5,24.33,19
CUST-F8E823A7,36-45,F,At-Risk,1,4.25,45
CUST-39DE5319,36-45,M,At-Risk,10,459.37,19
CUST-8A28BED1,60+,F,At-Risk,3,15.76,26
CUST-727349F4,26-35,M,New,4,126.74,80
CUST-A7BE5AEA,18-25,M,Loyal,9,73.7,60
CUST-F14CA629,60+,M,At-Risk,5,156.95,3
CUST-0C030A64,36-45,F,At-Risk,10,342.8,48
CUST-414F8C31,60+,F,Loyal,14,130.14,56
CUST-9F5F818A,60+,M,Loyal,14,839.47,11
CUST-154F132A,36-45,F,Loyal,11,580.02,13
CUST-981CE6E7,36-45,M,Loyal,15,779.83,24
CUST-450BE665,36-45,F,Loyal,12,606.77,2
CUST-E10EAD22,26-35,Unknown,New,2,68.64,71
CUST-8A2CC1B7,36-45,M,Loyal,15,386.85,36
CUST-266D1882,46-60,F,Loyal,9,321.89,23
CUST-A0438171,60+,M,Loyal,1,5.79,3
CUST-B165670D,60+,F,Loyal,10,277.04,38
CUST-9976A19D,60+,M,Loyal,4,117.55,18
CUST-185EE2FA,18-25,F,Loyal,9,43.62,24
CUST-1E2F35CD,36-45,F,Loyal,10,137.3,29
CUST-8965FBAB,26-35,M,Loyal,1,7.42,24
CUST-ED4DE70F,46-60,F,Lapsed,7,209.24,6
CUST-1D62A250,60+,M,Loyal,1,5.52,28
CUST-343A5363,60+,F,At-Risk,2,36.18,8
CUST-EE7757F3,60+,F,Loyal,4,75.45,19
CUST-1EB42816,36-45,M,Loyal,12,392.37,68
CUST-9C386422,36-45,M,Loyal,7,89.83,27
CUST-D0507161,26-35,F,Loyal,1,16.18,1
CUST-53C4AB07,36-45,F,Loyal,12,289.48,1
CUST-3C626671,36-45,M,New,9,171.74,21
CUST-E4060455,46-60,F,Loyal,3,15.3,37
CUST-18212EE2,36-45,F,Lapsed,9,288.64,6
CUST-2FAADFDB,46-60,Unknown,Loyal,4,52.45,57
CUST-45EF4034,60+,M,At-Risk,10,195.26,25
CUST-48543632,26-35,M,Loyal,15,348.73,41
CUST-1EB885A9,46-60,M,Loyal,5,198.11,64
CUST-20DCE0EF,46-60,M,At-Risk,12,358.16,43
CUST-4198FCCD,60+,M,New,1,5.29,45
CUST-43821494,26-35,M,New,7,138.85,48
CUST-F69737B0,46-60,F,Loyal,14,488.18,16
CUST-E6157CF7,36-45,M,Loyal,2,30.8,7
CUST-A03F1698,26-35,M,Lapsed,14,901.54,3
CUST-0962C005,26-35,F,Loyal,2,60.75,48
CUST-A12C95D2,36-45,F,New,8,215.84,42
CUST-64A672D5,36-45,F,New,3,29.0,4
CUST-6C9DB255,46-60,F,Loyal,1,17.79,14
CUST-58D621BB,26-35,M,Loyal,6,276.27,49
CUST-874E1A32,18-25,F,Loyal,9,553.3,5
CUST-6B8295D0,46-60,F,New,11,126.31,38
CUST-11750850,26-35,M,New,5,50.73,8
CUST-33273668,26-35,M,At-Risk,8,98.38,16
CUST-26AD52A7,26-35,F,Loyal,3,97.56,60
CUST-0ADE1BE3,36-45,M,At-Risk,11,403.55,3
CUST-51A0F2AD,36-45,M,Loyal,3,65.88,22
CUST-049E3F25,46-60,M,Loyal,13,223.21,75
CUST-43B94CEA,46-60,F,Lapsed,3,60.25,17
CUST-A7679511,26-35,F,New,10,456.55,18
CUST-AAA81DEA,26-35,Unknown,Loyal,5,74.56,55
CUST-33B91EE6,46-60,F,Loyal,15,183.06,15
CUST-E9454683,26-35,F,New,5,171.4,29
CUST-017469DB,26-35,M,Loyal,15,471.3,15
CUST-65052E8C,18-25,M,Loyal,13,334.57,18
CUST-662E1F67,46-60,F,Loyal,8,235.94,18
CUST-08F1C7CF,46-60,Unknown,Loyal,8,106.09,23
CUST-6379EC9C,36-45,F,Loyal,6,33.22,4
CUST-47FF29B7,18-25,Unknown,Loyal,7,67.24,7
CUST-F9F15C87,46-60,F,At-Risk,7,335.39,44
CUST-452F21F7,18-25,F,At-Risk,3,157.18,11
CUST-E1845907,36-45,F,Loyal,5,88.6,55
CUST-73ABA382,46-60,M,Loyal,14,428.83,2
CUST-EB49CEC9,26-35,M,At-Risk,15,382.09,61
CUST-44CBDFBE,36-45,M,Loyal,1,46.03,17
CUST-19445EEB,46-60,M,Lapsed,11,304.97,41
CUST-526109D5,46-60,M,At-Risk,4,62.44,50
CUST-9B8F9135,36-45,M,Loyal,10,481.14,28
CUST-E829F28E,36-45,F,At-Risk,10,539.51,9
CUST-31A554B7,36-45,F,Loyal,14,321.97,4
CUST-7FB67787,36-45,F,New,11,612.39,9
CUST-FFD1C609,36-45,F,Lapsed,13,227.27,11
CUST-907F652E,26-35,M,At-Risk,13,530.49,19
CUST-949EBFC4,36-45,M,Loyal,10,165.97,27
CUST-2AFF6386,36-45,F,At-Risk,7,122.21,9
